"Name","Synopsis","Severity","Pillar","Maturity"
"Azure.APIM.EncryptValues","Encrypt all API Management named values with Key Vault secrets.","Important","Security","-"
"Azure.APIM.HTTPBackend","Unencrypted communication could allow disclosure of information to an untrusted party.","Critical","Security","L1"
"Azure.APIM.HTTPEndpoint","Unencrypted communication could allow disclosure of information to an untrusted party.","Important","Security","L1"
"Azure.APIM.ManagedIdentity","Configure managed identities to access Azure resources.","Important","Security","L1"
"Azure.APIM.Protocols","API Management should only accept a minimum of TLS 1.2 for client and backend communication.","Critical","Security","L1"
"Azure.AppConfig.AuditLogs","Ensure app configuration store audit diagnostic logs are enabled.","Important","Security","L1"
"Azure.AppConfig.DisableLocalAuth","Access keys allow depersonalized access to App Configuration using a shared secret.","Important","Security","L1"
"Azure.AppConfig.SecretLeak","Secrets stored as key values in an App Configuration Store may be leaked to unauthorized users.","Critical","Security","-"
"Azure.AppGw.SSLPolicy","Application Gateway should only accept a minimum of TLS 1.2.","Critical","Security","L1"
"Azure.AppGw.UseHTTPS","Application Gateways should only expose frontend HTTP endpoints over HTTPS.","Critical","Security","L1"
"Azure.AppGw.UseWAF","Internet accessible Application Gateways should use protect endpoints with WAF.","Critical","Security","-"
"Azure.AppGw.WAFEnabled","Application Gateway Web Application Firewall (WAF) must be enabled to protect backend resources.","Critical","Security","-"
"Azure.AppService.ManagedIdentity","Configure managed identities to access Azure resources.","Important","Security","L1"
"Azure.AppService.MinTLS","App Service should not accept weak or deprecated transport protocols for client-server communication.","Critical","Security","L1"
"Azure.AppService.RemoteDebug","Disable remote debugging on App Service apps when not in use.","Important","Security","-"
"Azure.AppService.UseHTTPS","Unencrypted communication could allow disclosure of information to an untrusted party.","Important","Security","L1"
"Azure.AppService.WebSecureFtp","Web apps should disable insecure FTP and configure SFTP when required.","Important","Security","L1"
"Azure.Automation.AuditLogs","Ensure automation account audit diagnostic logs are enabled.","Important","Security","L1"
"Azure.Automation.EncryptVariables","Azure Automation variables should be encrypted.","Important","Security","-"
"Azure.Automation.ManagedIdentity","Ensure Managed Identity is used for authentication.","Important","Security","L1"
"Azure.BV.Immutable","Ensure immutability is configured to protect backup data.","Important","Security","-"
"Azure.CDN.HTTP","Unencrypted communication could allow disclosure of information to an untrusted party.","Important","Security","-"
"Azure.CDN.MinTLS","Azure CDN endpoints should reject TLS versions older than 1.2.","Important","Security","L1"
"Azure.ContainerApp.Insecure","Ensure insecure inbound traffic is not permitted to the container app.","Important","Security","L1"
"Azure.ContainerApp.ManagedIdentity","Ensure managed identity is used for authentication.","Important","Security","L1"
"Azure.ContainerApp.PublicAccess","Ensure public network access for Container Apps environment is disabled.","Important","Security","-"
"Azure.ContainerApp.RestrictIngress","IP ingress restrictions mode should be set to allow action for all rules defined.","Important","Security","-"
"Azure.Cosmos.DefenderCloud","Enable Microsoft Defender for Azure Cosmos DB.","Critical","Security","-"
"Azure.Cosmos.DisableLocalAuth","Access keys allow depersonalized access to Cosmos DB accounts using a shared secret.","Critical","Security","L1"
"Azure.Cosmos.DisableMetadataWrite","Use Entra ID identities for management place operations in Azure Cosmos DB.","Important","Security","-"
"Azure.Cosmos.PublicAccess","Azure Cosmos DB should have public network access disabled.","Critical","Security","-"
"Azure.Defender.Api","Enable Microsoft Defender for APIs.","Critical","Security","-"
"Azure.Defender.AppServices","Enable Microsoft Defender for App Service.","Critical","Security","-"
"Azure.Defender.Arm","Enable Microsoft Defender for Azure Resource Manager (ARM).","Critical","Security","-"
"Azure.Defender.Containers","Enable Microsoft Defender for Containers.","Critical","Security","-"
"Azure.Defender.CosmosDb","Enable Microsoft Defender for Azure Cosmos DB.","Critical","Security","-"
"Azure.Defender.Cspm","Enable Microsoft Defender Cloud Security Posture Management Standard plan.","Critical","Security","-"
"Azure.Defender.Dns","Enable Microsoft Defender for DNS.","Critical","Security","-"
"Azure.Defender.KeyVault","Enable Microsoft Defender for Key Vault.","Critical","Security","-"
"Azure.Defender.OssRdb","Enable Microsoft Defender for open-source relational databases.","Critical","Security","-"
"Azure.Defender.Servers","Enable Microsoft Defender for Servers.","Critical","Security","-"
"Azure.Defender.SQL","Enable Microsoft Defender for SQL servers.","Critical","Security","-"
"Azure.Defender.SQLOnVM","Enable Microsoft Defender for SQL servers on machines.","Critical","Security","-"
"Azure.Defender.Storage","Enable Microsoft Defender for Storage.","Critical","Security","-"
"Azure.Defender.Storage.MalwareScan","Enable Malware Scanning in Microsoft Defender for Storage.","Critical","Security","-"
"Azure.DefenderCloud.Provisioning","Enable auto-provisioning on to improve Microsoft Defender for Cloud insights.","Important","Security","-"
"Azure.EntraDS.TLS","Disable TLS v1 for Microsoft Entra Domain Services.","Critical","Security","L1"
"Azure.EventGrid.DisableLocalAuth","Authenticate publishing clients with Azure AD identities.","Important","Security","L1"
"Azure.EventGrid.ManagedIdentity","Use managed identities to deliver Event Grid Topic events.","Important","Security","L1"
"Azure.EventGrid.TopicPublicAccess","Use Private Endpoints to access Event Grid topics and domains.","Important","Security","-"
"Azure.EventHub.DisableLocalAuth","Authenticate Event Hub publishers and consumers with Entra ID identities.","Important","Security","L1"
"Azure.EventHub.Firewall","Access to the namespace endpoints should be restricted to only allowed sources.","Critical","Security","-"
"Azure.EventHub.MinTLS","Weak or deprecated transport protocols for client-server communication introduce security vulnerabilities.","Critical","Security","L1"
"Azure.Firewall.PolicyMode","Deny high confidence malicious IP addresses, domains and URLs.","Critical","Security","-"
"Azure.FrontDoor.Logs","Audit and monitor access through Azure Front Door profiles.","Important","Security","-"
"Azure.FrontDoor.ManagedIdentity","Ensure Front Door uses a managed identity to authorize access to Azure resources.","Important","Security","L1"
"Azure.FrontDoor.MinTLS","Front Door Classic instances should reject TLS versions older than 1.2.","Critical","Security","L1"
"Azure.FrontDoor.UseWAF","Enable Web Application Firewall (WAF) policies on each Front Door endpoint.","Critical","Security","-"
"Azure.FrontDoor.WAF.Enabled","Front Door Web Application Firewall (WAF) policy must be enabled to protect back end resources.","Critical","Security","-"
"Azure.IoTHub.MinTLS","IoT Hubs should reject TLS versions older than 1.2.","Critical","Security","L1"
"Azure.KeyVault.AutoRotationPolicy","Keys that become compromised may be used to spoof, decrypt, or gain access to sensitive data.","Important","Security","-"
"Azure.KeyVault.Firewall","Key Vault should only accept explicitly allowed traffic.","Important","Security","L2"
"Azure.KeyVault.Logs","Ensure audit diagnostics logs are enabled to audit Key Vault access.","Important","Security","L1"
"Azure.KeyVault.RBAC","Key Vaults should use Azure RBAC as the authorization system for the data plane.","Awareness","Security","L1"
"Azure.ML.ComputeVnet","Azure Machine Learning Computes should be hosted in a virtual network (VNet).","Critical","Security","-"
"Azure.ML.PublicAccess","Disable public network access from a Azure Machine Learning workspace.","Critical","Security","L2"
"Azure.ML.UserManagedIdentity","ML workspaces should use user-assigned managed identity, rather than the default system-assigned managed identity.","Important","Security","L1"
"Azure.MySQL.AAD","Use Entra ID authentication with Azure Database for MySQL databases.","Critical","Security","L1"
"Azure.MySQL.AADOnly","Ensure Entra ID only authentication is enabled with Azure Database for MySQL databases.","Important","Security","L1"
"Azure.MySQL.MinTLS","MySQL DB servers should reject TLS versions older than 1.2.","Critical","Security","L1"
"Azure.MySQL.UseSSL","Enforce encrypted MySQL connections.","Critical","Security","L1"
"Azure.PostgreSQL.AAD","Use Entra ID authentication with Azure Database for PostgreSQL databases.","Critical","Security","L1"
"Azure.PostgreSQL.AADOnly","Ensure Entra ID only authentication is enabled with Azure Database for PostgreSQL databases.","Important","Security","L1"
"Azure.PostgreSQL.MinTLS","PostgreSQL DB servers should reject TLS versions older than 1.2.","Critical","Security","L1"
"Azure.PostgreSQL.UseSSL","Enforce encrypted PostgreSQL connections.","Critical","Security","L1"
"Azure.PublicIP.IsAttached","Public IP addresses should be attached or cleaned up if not in use.","Important","Security","-"
"Azure.RBAC.CoAdministrator","Delegate access to manage Azure resources using role-based access control (RBAC).","Important","Security","-"
"Azure.RBAC.LimitMGDelegation","Limit Role-Base Access Control (RBAC) inheritance from Management Groups.","Important","Security","-"
"Azure.RBAC.LimitOwner","Limit the number of subscription Owners.","Important","Security","-"
"Azure.RBAC.PIM","Use just-in-time (JiT) activation of roles instead of persistent role assignment.","Important","Security","-"
"Azure.RBAC.UseGroups","Use groups for assigning permissions instead of individual user accounts.","Important","Security","-"
"Azure.RBAC.UseRGDelegation","Use RBAC assignments on resource groups instead of individual resources.","Important","Security","-"
"Azure.Redis.EntraID","Use Entra ID authentication with cache instances.","Critical","Security","L1"
"Azure.Redis.LocalAuth","Access keys allow depersonalized access to Azure Cache for Redis using a shared secret.","Important","Security","L1"
"Azure.Redis.MinTLS","Redis Cache should reject TLS versions older than 1.2.","Critical","Security","L1"
"Azure.Redis.NonSslPort","Azure Cache for Redis should only accept secure connections.","Critical","Security","L1"
"Azure.Redis.PublicNetworkAccess","Redis cache should disable public network access.","Critical","Security","-"
"Azure.RedisEnterprise.MinTLS","Redis Cache should reject TLS versions older than 1.2.","Critical","Security","L1"
"Azure.RSV.Immutable","Ensure immutability is configured to protect backup data.","Important","Security","-"
"Azure.Search.ManagedIdentity","Configure managed identities to access Azure resources.","Important","Security","L1"
"Azure.ServiceBus.DisableLocalAuth","Authenticate Service Bus publishers and consumers with Entra ID identities.","Important","Security","L1"
"Azure.ServiceBus.MinTLS","Service Bus namespaces should reject TLS versions older than 1.2.","Important","Security","L1"
"Azure.ServiceFabric.AAD","Use Entra ID client authentication for Service Fabric clusters.","Critical","Security","L1"
"Azure.SignalR.ManagedIdentity","Configure SignalR Services to use managed identities to access Azure resources securely.","Important","Security","L1"
"Azure.SQL.AAD","Use Entra ID authentication with Azure SQL databases.","Critical","Security","L1"
"Azure.SQL.Auditing","Enable auditing for Azure SQL logical server.","Important","Security","-"
"Azure.SQL.DefenderCloud","Enable Microsoft Defender for Azure SQL logical server.","Important","Security","-"
"Azure.SQL.MinTLS","Azure SQL Database servers should reject TLS versions older than 1.2.","Critical","Security","L1"
"Azure.SQL.TDE","Use Transparent Data Encryption (TDE) with Azure SQL Database.","Critical","Security","L1"
"Azure.SQLMI.AAD","Use Azure Active Directory (AAD) authentication with Azure SQL Managed Instance.","Critical","Security","L1"
"Azure.SQLMI.ManagedIdentity","Ensure managed identity is used to allow support for Azure AD authentication.","Important","Security","L1"
"Azure.Storage.BlobPublicAccess","Storage Accounts should only accept authorized requests.","Important","Security","-"
"Azure.Storage.Defender.MalwareScan","Enable Malware Scanning in Microsoft Defender for Storage.","Critical","Security","-"
"Azure.Storage.DefenderCloud","Enable Microsoft Defender for Storage for storage accounts.","Critical","Security","-"
"Azure.Storage.MinTLS","Storage Accounts should not accept weak or deprecated transport protocols for client-server communication.","Critical","Security","L1"
"Azure.Storage.SecureTransfer","Storage accounts should only accept encrypted connections.","Important","Security","L1"
"Azure.VM.ADE","Use Azure Disk Encryption (ADE).","Important","Security","L1"
"Azure.VM.Updates","Ensure automatic updates are enabled at deployment.","Important","Security","-"
"Azure.VM.UseManagedDisks","Virtual machines (VMs) should use managed disks.","Important","Security","-"
"Azure.VMSS.PublicKey","Use SSH keys instead of common credentials to secure virtual machine scale sets against malicious activities.","Important","Security","-"
"Azure.VNET.UseNSGs","Virtual network (VNET) subnets should have Network Security Groups (NSGs) assigned.","Critical","Security","-"
"Azure.WebPubSub.ManagedIdentity","Configure Web PubSub Services to use managed identities to access Azure resources securely.","Important","Security","L1"
