"Name","Synopsis","Severity"
"Azure.MySQL.FirewallIPRange","Determine if there is an excessive number of permitted IP addresses.","Important"
"Azure.MySQL.FirewallRuleCount","Determine if there is an excessive number of firewall rules.","Awareness"
"Azure.MySQL.MinTLS","MySQL DB servers should reject TLS versions older than 1.2.","Critical"
"Azure.MySQL.UseSSL","Enforce encrypted MySQL connections.","Critical"
"Azure.NIC.Attached","Network interfaces (NICs) that are not used should be removed.","Awareness"
"Azure.NIC.Name","Network Interface (NIC) names should meet naming requirements.","Awareness"
"Azure.NIC.UniqueDns","Network interfaces (NICs) should inherit DNS from virtual networks.","Awareness"
"Azure.NSG.AnyInboundSource","Network security groups (NSGs) should avoid rules that allow ""any"" as an inbound source.","Critical"
"Azure.NSG.Associated","Network Security Groups (NSGs) should be associated to a subnet or network interface.","Awareness"
"Azure.NSG.DenyAllInbound","When all inbound traffic is denied, some functions that affect the reliability of your service may not work as expected.","Important"
"Azure.NSG.LateralTraversal","Deny outbound management connections from non-management hosts.","Important"
"Azure.NSG.Name","Azure Resource Manager (ARM) has requirements for Network Security Group (NSG) names.","Awareness"
"Azure.Policy.Descriptors","Policy and initiative definitions should use a display name, description, and category.","Awareness"
"Azure.PostgreSQL.AllowAzureAccess","Determine if access from Azure services is required.","Important"
"Azure.PostgreSQL.FirewallIPRange","Determine if there is an excessive number of permitted IP addresses.","Important"
"Azure.PostgreSQL.FirewallRuleCount","Determine if there is an excessive number of firewall rules.","Awareness"
"Azure.PostgreSQL.MinTLS","PostgreSQL DB servers should reject TLS versions older than 1.2.","Critical"
"Azure.PostgreSQL.UseSSL","Enforce encrypted PostgreSQL connections.","Critical"
"Azure.PublicIP.DNSLabel","Public IP domain name labels should meet naming requirements.","Awareness"
"Azure.PublicIP.IsAttached","Public IP addresses should be attached or cleaned up if not in use.","Important"
"Azure.PublicIP.Name","Azure Resource Manager (ARM) has requirements for Public IP address names.","Awareness"
"Azure.RBAC.CoAdministrator","Delegate access to manage Azure resources using role-based access control (RBAC).","Important"
"Azure.RBAC.LimitMGDelegation","Limit Role-Base Access Control (RBAC) inheritance from Management Groups.","Important"
"Azure.RBAC.LimitOwner","Limit the number of subscription Owners.","Important"
"Azure.RBAC.PIM","Use just-in-time (JiT) activation of roles instead of persistent role assignment.","Important"
"Azure.RBAC.UseGroups","Use groups for assigning permissions instead of individual user accounts.","Important"
"Azure.RBAC.UseRGDelegation","Use RBAC assignments on resource groups instead of individual resources.","Important"
"Azure.Redis.MinTLS","Redis Cache should reject TLS versions older than 1.2.","Critical"
"Azure.Redis.NonSslPort","Azure Cache for Redis should only accept secure connections.","Critical"
"Azure.Resource.AllowedRegions","The deployment location of a resource determines the country or region where metadata and data is stored and processed.","Important"
"Azure.Resource.UseTags","Azure resources should be tagged using a standard convention.","Awareness"
"Azure.Route.Name","Azure Resource Manager (ARM) has requirements for Route table names.","Awareness"
"Azure.SignalR.Name","SignalR service instance names should meet naming requirements.","Awareness"
"Azure.SQL.AAD","Use Entra ID authentication with Azure SQL databases.","Critical"
"Azure.SQL.AllowAzureAccess","Determine if access from Azure services is required.","Important"
"Azure.SQL.Auditing","Enable auditing for Azure SQL logical server.","Important"
"Azure.SQL.DefenderCloud","Enable Microsoft Defender for Azure SQL logical server.","Important"
"Azure.SQL.FirewallIPRange","Each IP address in the permitted IP list is allowed network access to any databases hosted on the same logical server.","Important"
"Azure.SQL.FirewallRuleCount","Determine if there is an excessive number of firewall rules.","Awareness"
"Azure.SQL.MinTLS","Azure SQL Database servers should reject TLS versions older than 1.2.","Critical"
"Azure.SQL.TDE","Use Transparent Data Encryption (TDE) with Azure SQL Database.","Critical"
"Azure.Storage.BlobAccessType","Use containers configured with a private access type that requires authorization.","Important"
"Azure.Storage.BlobPublicAccess","Storage Accounts should only accept authorized requests.","Important"
"Azure.Storage.MinTLS","Storage Accounts should not accept weak or deprecated transport protocols for client-server communication.","Critical"
"Azure.Storage.Name","Azure Resource Manager (ARM) has requirements for Storage Account names.","Awareness"
"Azure.Storage.SecureTransfer","Storage accounts should only accept encrypted connections.","Important"
"Azure.Storage.SoftDelete","Enable blob soft delete on Storage Accounts.","Important"
"Azure.Storage.UseReplication","Storage Accounts using the LRS SKU are only replicated within a single zone.","Important"
"Azure.Template.ParameterFile","Use ARM template parameter files that are valid.","Important"
"Azure.Template.ParameterMetadata","Set metadata descriptions in Azure Resource Manager (ARM) template for each parameter.","Awareness"
"Azure.Template.Resources","Each Azure Resource Manager (ARM) template file should deploy at least one resource.","Awareness"
"Azure.Template.TemplateFile","Use ARM template files that are valid.","Important"
"Azure.TrafficManager.Endpoints","Traffic Manager should use at lest two enabled endpoints.","Important"
"Azure.TrafficManager.Protocol","Monitor Traffic Manager web-based endpoints with HTTPS.","Important"
"Azure.VM.AcceleratedNetworking","Use accelerated networking for supported operating systems and VM types.","Important"
"Azure.VM.ADE","Use Azure Disk Encryption (ADE).","Important"
"Azure.VM.Agent","Virtual Machines (VMs) without an agent provisioned are unable to use monitoring, management, and security extensions.","Important"
"Azure.VM.ASAlignment","Use availability sets aligned with managed disks fault domains.","Important"
"Azure.VM.ASMinMembers","Availability sets should be deployed with at least two virtual machines (VMs).","Important"
"Azure.VM.ASName","Availability Set names should meet naming requirements.","Awareness"
"Azure.VM.BasicSku","Virtual machines (VMs) should not use Basic sizes.","Important"
"Azure.VM.ComputerName","Virtual Machine (VM) computer name should meet naming requirements.","Awareness"
"Azure.VM.DiskAttached","Managed disks should be attached to virtual machines or removed.","Important"
"Azure.VM.DiskCaching","Check disk caching is configured correctly for the workload.","Important"
"Azure.VM.DiskName","Managed Disk names should meet naming requirements.","Awareness"
"Azure.VM.DiskSizeAlignment","Align to the Managed Disk billing increments to improve cost efficiency.","Awareness"
"Azure.VM.Name","Virtual Machine (VM) names should meet naming requirements.","Awareness"
"Azure.VM.PPGName","Proximity Placement Group (PPG) names should meet naming requirements.","Awareness"
"Azure.VM.PromoSku","Virtual machines (VMs) should not use expired promotional SKU.","Awareness"
"Azure.VM.PublicKey","Linux virtual machines should use public keys.","Important"
"Azure.VM.Standalone","Single instance VMs are a single point of failure, however reliability can be improved by using premium storage.","Important"
"Azure.VM.Updates","Ensure automatic updates are enabled at deployment.","Important"
"Azure.VM.UseHybridUseBenefit","Use Azure Hybrid Benefit for applicable virtual machine (VM) workloads.","Awareness"
"Azure.VM.UseManagedDisks","Virtual machines (VMs) should use managed disks.","Important"
"Azure.VMSS.ComputerName","Virtual Machine Scale Set (VMSS) computer name should meet naming requirements.","Awareness"
"Azure.VMSS.Name","Virtual Machine Scale Set (VMSS) names should meet naming requirements.","Awareness"
"Azure.VNET.LocalDNS","Virtual networks (VNETs) should use DNS servers deployed within the same Azure region.","Important"
"Azure.VNET.Name","Azure Resource Manager (ARM) has requirements for Virtual Network names.","Awareness"
"Azure.VNET.PeerState","VNET peering connections must be connected.","Important"
"Azure.VNET.SingleDNS","Virtual networks (VNETs) should have at least two DNS servers assigned.","Important"
"Azure.VNET.SubnetName","Azure Resource Manager (ARM) has requirements for Virtual Network Subnet names.","Awareness"
"Azure.VNET.UseNSGs","Virtual network (VNET) subnets should have Network Security Groups (NSGs) assigned.","Critical"
"Azure.VNG.ConnectionName","Virtual Network Gateway (VNG) connection names should meet naming requirements.","Awareness"
"Azure.VNG.ERLegacySKU","Migrate from legacy SKUs to improve reliability and performance of ExpressRoute (ER) gateways.","Critical"
"Azure.VNG.Name","Virtual Network Gateway (VNG) names should meet naming requirements.","Awareness"
"Azure.VNG.VPNActiveActive","Use VPN gateways configured to operate in an Active-Active configuration to reduce connectivity downtime.","Important"
"Azure.VNG.VPNLegacySKU","Migrate from legacy SKUs to improve reliability and performance of VPN gateways.","Critical"
