"Name","Synopsis","Severity"
"Azure.Defender.Storage.MalwareScan","Enable Malware Scanning in Microsoft Defender for Storage.","Critical"
"Azure.DefenderCloud.Provisioning","Enable auto-provisioning on to improve Microsoft Defender for Cloud insights.","Important"
"Azure.EntraDS.TLS","Disable TLS v1 for Microsoft Entra Domain Services.","Critical"
"Azure.EventGrid.DisableLocalAuth","Authenticate publishing clients with Azure AD identities.","Important"
"Azure.EventGrid.ManagedIdentity","Use managed identities to deliver Event Grid Topic events.","Important"
"Azure.EventGrid.TopicPublicAccess","Use Private Endpoints to access Event Grid topics and domains.","Important"
"Azure.EventHub.DisableLocalAuth","Authenticate Event Hub publishers and consumers with Entra ID identities.","Important"
"Azure.EventHub.Firewall","Access to the namespace endpoints should be restricted to only allowed sources.","Critical"
"Azure.EventHub.MinTLS","Weak or deprecated transport protocols for client-server communication introduce security vulnerabilities.","Critical"
"Azure.Firewall.PolicyMode","Deny high confidence malicious IP addresses, domains and URLs.","Critical"
"Azure.FrontDoor.Logs","Audit and monitor access through Azure Front Door profiles.","Important"
"Azure.FrontDoor.ManagedIdentity","Ensure Front Door uses a managed identity to authorize access to Azure resources.","Important"
"Azure.FrontDoor.MinTLS","Front Door Classic instances should reject TLS versions older than 1.2.","Critical"
"Azure.FrontDoor.UseWAF","Enable Web Application Firewall (WAF) policies on each Front Door endpoint.","Critical"
"Azure.FrontDoor.WAF.Enabled","Front Door Web Application Firewall (WAF) policy must be enabled to protect back end resources.","Critical"
"Azure.IoTHub.MinTLS","IoT Hubs should reject TLS versions older than 1.2.","Critical"
"Azure.KeyVault.Firewall","Key Vault should only accept explicitly allowed traffic.","Important"
"Azure.KeyVault.Logs","Ensure audit diagnostics logs are enabled to audit Key Vault access.","Important"
"Azure.KeyVault.RBAC","Key Vaults should use Azure RBAC as the authorization system for the data plane.","Awareness"
"Azure.ML.ComputeVnet","Azure Machine Learning Computes should be hosted in a virtual network (VNet).","Critical"
"Azure.ML.PublicAccess","Disable public network access from a Azure Machine Learning workspace.","Critical"
"Azure.ML.UserManagedIdentity","ML workspaces should use user-assigned managed identity, rather than the default system-assigned managed identity.","Important"
"Azure.MySQL.AAD","Use Entra ID authentication with Azure Database for MySQL databases.","Critical"
"Azure.MySQL.AADOnly","Ensure Entra ID only authentication is enabled with Azure Database for MySQL databases.","Important"
"Azure.MySQL.MinTLS","MySQL DB servers should reject TLS versions older than 1.2.","Critical"
"Azure.MySQL.UseSSL","Enforce encrypted MySQL connections.","Critical"
"Azure.PostgreSQL.AAD","Use Entra ID authentication with Azure Database for PostgreSQL databases.","Critical"
"Azure.PostgreSQL.AADOnly","Ensure Entra ID only authentication is enabled with Azure Database for PostgreSQL databases.","Important"
"Azure.PostgreSQL.MinTLS","PostgreSQL DB servers should reject TLS versions older than 1.2.","Critical"
"Azure.PostgreSQL.UseSSL","Enforce encrypted PostgreSQL connections.","Critical"
"Azure.PublicIP.IsAttached","Public IP addresses should be attached or cleaned up if not in use.","Important"
"Azure.RBAC.CoAdministrator","Delegate access to manage Azure resources using role-based access control (RBAC).","Important"
"Azure.RBAC.LimitMGDelegation","Limit Role-Base Access Control (RBAC) inheritance from Management Groups.","Important"
"Azure.RBAC.LimitOwner","Limit the number of subscription Owners.","Important"
"Azure.RBAC.PIM","Use just-in-time (JiT) activation of roles instead of persistent role assignment.","Important"
"Azure.RBAC.UseGroups","Use groups for assigning permissions instead of individual user accounts.","Important"
"Azure.RBAC.UseRGDelegation","Use RBAC assignments on resource groups instead of individual resources.","Important"
"Azure.Redis.EntraID","Use Entra ID authentication with cache instances.","Critical"
"Azure.Redis.MinTLS","Redis Cache should reject TLS versions older than 1.2.","Critical"
"Azure.Redis.NonSslPort","Azure Cache for Redis should only accept secure connections.","Critical"
"Azure.Redis.PublicNetworkAccess","Redis cache should disable public network access.","Critical"
"Azure.RedisEnterprise.MinTLS","Redis Cache should reject TLS versions older than 1.2.","Critical"
"Azure.RSV.Immutable","Ensure immutability is configured to protect backup data.","Important"
"Azure.Search.ManagedIdentity","Configure managed identities to access Azure resources.","Important"
"Azure.ServiceBus.DisableLocalAuth","Authenticate Service Bus publishers and consumers with Entra ID identities.","Important"
"Azure.ServiceBus.MinTLS","Service Bus namespaces should reject TLS versions older than 1.2.","Important"
"Azure.ServiceFabric.AAD","Use Entra ID client authentication for Service Fabric clusters.","Critical"
"Azure.SignalR.ManagedIdentity","Configure SignalR Services to use managed identities to access Azure resources securely.","Important"
"Azure.SQL.AAD","Use Entra ID authentication with Azure SQL databases.","Critical"
"Azure.SQL.Auditing","Enable auditing for Azure SQL logical server.","Important"
"Azure.SQL.DefenderCloud","Enable Microsoft Defender for Azure SQL logical server.","Important"
"Azure.SQL.MinTLS","Azure SQL Database servers should reject TLS versions older than 1.2.","Critical"
"Azure.SQL.TDE","Use Transparent Data Encryption (TDE) with Azure SQL Database.","Critical"
"Azure.SQLMI.AAD","Use Azure Active Directory (AAD) authentication with Azure SQL Managed Instance.","Critical"
"Azure.SQLMI.ManagedIdentity","Ensure managed identity is used to allow support for Azure AD authentication.","Important"
"Azure.Storage.BlobPublicAccess","Storage Accounts should only accept authorized requests.","Important"
"Azure.Storage.Defender.MalwareScan","Enable Malware Scanning in Microsoft Defender for Storage.","Critical"
"Azure.Storage.DefenderCloud","Enable Microsoft Defender for Storage for storage accounts.","Critical"
"Azure.Storage.MinTLS","Storage Accounts should not accept weak or deprecated transport protocols for client-server communication.","Critical"
"Azure.Storage.SecureTransfer","Storage accounts should only accept encrypted connections.","Important"
"Azure.VM.ADE","Use Azure Disk Encryption (ADE).","Important"
"Azure.VM.Updates","Ensure automatic updates are enabled at deployment.","Important"
"Azure.VM.UseManagedDisks","Virtual machines (VMs) should use managed disks.","Important"
"Azure.VMSS.PublicKey","Use SSH keys instead of common credentials to secure virtual machine scale sets against malicious activities.","Important"
"Azure.WebPubSub.ManagedIdentity","Configure Web PubSub Services to use managed identities to access Azure resources securely.","Important"
