"Name","Synopsis","Severity","Pillar","Maturity"
"Azure.EventGrid.TopicNaming","Event Grid topics without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.Firewall.Name","Firewall names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.Firewall.PolicyName","Firewall policy names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.FrontDoor.Name","Front Door names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.FrontDoor.WAF.Name","Front Door WAF policy names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.Group.Name","Azure Resource Manager (ARM) has requirements for Resource Groups names.","Awareness","Operational Excellence","-"
"Azure.Group.Naming","Resource Groups without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.Group.RequiredTags","Resource groups without a standard tagging convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.Identity.UserAssignedName","Managed Identity names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.KeyVault.KeyName","Key Vault Key names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.KeyVault.Name","Key Vault names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.KeyVault.SecretName","Key Vault Secret names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.LB.Name","Load Balancer names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.LB.Naming","Load balancer names should use a standard prefix.","Awareness","Operational Excellence","-"
"Azure.Log.Name","Azure Resource Manager (ARM) has requirements for Azure Monitor Log workspace names.","Awareness","Operational Excellence","-"
"Azure.Log.Naming","Azure Monitor Log workspaces without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.MariaDB.DatabaseName","Azure Database for MariaDB databases should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.MariaDB.FirewallRuleName","Azure Database for MariaDB firewall rules should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.MariaDB.ServerName","Azure Database for MariaDB servers should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.MariaDB.VNETRuleName","Azure Database for MariaDB VNET rules should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.MySQL.ServerName","Azure MySQL DB server names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.MySQL.ServerNaming","MySQL database server resources without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","L2"
"Azure.NSG.Name","Azure Resource Manager (ARM) has requirements for Network Security Group (NSG) names.","Awareness","Operational Excellence","-"
"Azure.NSG.Naming","Network security group (NSG) without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.PostgreSQL.ServerName","Azure PostgreSQL DB server names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.PostgreSQL.ServerNaming","PostgreSQL database server resources without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","L2"
"Azure.PrivateEndpoint.Name","Private Endpoint names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.PublicIP.Name","Azure Resource Manager (ARM) has requirements for Public IP address names.","Awareness","Operational Excellence","-"
"Azure.PublicIP.Naming","Public IP addresses without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.Redis.Naming","Azure Cache for Redis resources without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","L2"
"Azure.RedisEnterprise.Naming","Azure Cache for Redis Enterprise resources without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","L2"
"Azure.Resource.RequiredTags","Resources without a standard tagging convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.Route.Name","Azure Resource Manager (ARM) has requirements for Route table names.","Awareness","Operational Excellence","-"
"Azure.Route.Naming","Route tables without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.RSV.Name","Recovery Services vaults should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.Search.Name","Azure Resource Manager (ARM) has requirements for AI Search service names.","Awareness","Operational Excellence","-"
"Azure.Search.Naming","Azure AI Search services without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.ServiceFabric.ManagedNaming","Service Fabric managed cluster resources without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","L2"
"Azure.ServiceFabric.Naming","Service Fabric cluster resources without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","L2"
"Azure.SignalR.Name","SignalR service instance names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.SQL.DBName","Azure SQL Database names should meet naming requirements.","Awareness","Operational Excellence","L2"
"Azure.SQL.DBNaming","Azure SQL database resources without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","L2"
"Azure.SQL.ElasticPoolNaming","Azure SQL Elastic Pool resources without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","L2"
"Azure.SQL.FGName","Azure SQL failover group names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.SQL.JobAgentNaming","Azure SQL Elastic Job agent resources without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","L2"
"Azure.SQL.ServerName","Azure SQL logical server names should meet naming requirements.","Awareness","Operational Excellence","L2"
"Azure.SQL.ServerNaming","Azure SQL Database server resources without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","L2"
"Azure.SQLMI.Name","SQL Managed Instance names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.SQLMI.Naming","SQL Managed Instance resources without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","L2"
"Azure.Storage.Name","Azure Resource Manager (ARM) has requirements for Storage Account names.","Awareness","Operational Excellence","-"
"Azure.Storage.Naming","Storage Accounts without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.Subscription.RequiredTags","Subscriptions without a standard tagging convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.VM.ASName","Availability Set names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.VM.DiskName","Managed Disk names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.VM.Name","Virtual Machine (VM) names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.VM.Naming","Virtual machines without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.VM.PPGName","Proximity Placement Group (PPG) names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.VMSS.Name","Virtual Machine Scale Set (VMSS) names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.VNET.Name","Azure Resource Manager (ARM) has requirements for Virtual Network names.","Awareness","Operational Excellence","-"
"Azure.VNET.Naming","Virtual Networks without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.VNET.SubnetName","Azure Resource Manager (ARM) has requirements for Virtual Network Subnet names.","Awareness","Operational Excellence","-"
"Azure.VNET.SubnetNaming","Virtual Network subnets without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.VNG.ConnectionName","Virtual Network Gateway (VNG) connection names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.VNG.ConnectionNaming","Virtual network gateway connections without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.VNG.Name","Virtual Network Gateway (VNG) names should meet naming requirements.","Awareness","Operational Excellence","-"
"Azure.VNG.Naming","Virtual network gateway without a standard naming convention may be difficult to identify and manage.","Awareness","Operational Excellence","-"
"Azure.vWAN.Name","Virtual WAN (vWAN) names should meet naming requirements.","Awareness","Operational Excellence","-"
